,y_yes
13087,0
32132,0
26411,0
10393,0
22346,0
28550,0
8994,0
8036,0
26744,0
29297,0
8499,0
29754,0
19791,0
28256,0
5432,0
35898,0
3493,0
8777,0
20121,0
13828,0
39811,0
12150,0
13794,0
38073,0
1796,0
31999,0
7955,0
36183,0
13623,0
29043,1
26872,0
20426,1
24746,0
9352,0
7377,0
19370,0
14136,0
36666,1
28789,0
33100,0
10428,0
26000,0
4220,0
23027,0
15359,0
37277,1
18123,0
38650,1
20798,0
22536,1
27042,0
17194,0
29055,0
27817,1
5099,0
15044,0
28116,0
40883,0
1518,0
19681,0
34124,0
36994,1
29690,0
29496,0
8504,0
13703,0
15009,0
14717,0
22934,0
6405,0
28791,0
13448,0
1670,0
15496,0
15757,1
1663,0
17211,0
39249,0
24428,0
20068,0
4566,0
3002,0
32752,0
24688,0
38635,1
20419,0
3410,0
4260,0
24412,0
7054,0
889,0
40172,1
6387,0
36837,0
29405,0
896,0
271,0
36160,1
22731,0
9130,0
4827,0
18517,0
40447,0
16069,0
33384,0
34343,0
13279,0
12604,0
29979,1
8625,0
10778,0
22246,0
3621,0
25941,1
17075,0
3152,0
11509,0
39900,0
22930,0
2834,0
934,0
451,0
26427,0
34480,0
29358,0
26400,0
14016,0
29984,0
25805,0
29120,0
15204,0
34089,0
9353,0
22444,0
1749,0
39540,1
13810,0
39959,1
40345,1
34747,0
9271,0
15855,0
40434,0
41175,0
10583,0
20547,0
1652,0
4361,0
31393,0
38915,0
16150,0
871,0
32533,0
22260,0
18996,0
3177,0
7819,1
32663,0
1204,0
5924,0
9623,0
14359,0
4742,0
8266,0
1953,0
40117,1
19481,0
3016,0
30401,1
26371,0
19145,0
33010,0
38837,0
13507,0
10484,0
35556,0
18926,0
39173,0
24911,0
36041,0
3957,0
36673,1
28077,0
30661,0
27495,0
18844,0
10968,0
29078,0
21195,0
39053,0
3656,0
36655,0
28517,0
27800,0
39573,0
1102,0
34010,0
28154,0
26674,0
447,0
28173,0
13933,0
18656,0
14708,0
24697,0
31730,0
20483,1
26379,1
30006,1
2231,0
28467,1
9736,0
2112,0
36792,0
6141,0
3114,0
9207,0
8845,0
14582,1
30302,1
38337,1
15887,0
18193,0
39758,0
720,0
29540,0
1653,0
11786,0
38265,0
11661,0
18673,0
32081,0
8084,0
35315,0
35185,0
40872,1
12225,0
8481,0
38264,0
34585,0
39356,0
23124,0
24972,0
26154,0
34005,0
37317,0
10482,0
25789,0
9927,0
33139,0
10320,0
16584,0
29378,0
7728,0
33690,0
32756,0
10945,0
21942,0
20412,0
13048,0
26594,0
31670,0
17228,0
27150,0
14385,0
32083,0
4060,0
2696,0
15437,0
14934,0
23215,0
14752,0
33498,0
15182,0
2331,0
5404,0
21841,0
32989,0
30237,0
21246,0
1254,0
29653,0
2542,0
25882,0
11663,0
26266,0
29285,0
8080,0
17535,0
29070,0
37475,0
19386,0
3624,0
12226,0
31125,0
22486,0
12030,0
25341,0
10302,0
12769,0
28002,0
30218,1
25400,0
14135,0
6785,0
8535,1
375,0
25982,0
30598,1
19526,0
7203,0
39690,1
33964,0
32188,0
14999,0
8264,0
34016,0
36036,0
36282,0
8528,1
6565,0
30741,0
15574,0
33672,0
38267,0
6609,0
8483,0
8270,0
16607,0
36613,1
13869,0
888,0
6052,0
16483,0
6597,0
19524,0
31156,0
12169,0
22896,0
17842,0
33710,0
34791,0
33921,0
38747,1
10768,0
17287,0
9848,0
7816,0
23040,0
19694,0
37687,1
21842,0
10844,0
12201,0
22501,0
29480,0
32062,0
17156,0
11027,0
1614,0
4610,0
8412,0
19599,0
17081,0
16742,0
34375,1
39622,0
28296,1
438,0
31781,0
33848,0
8338,0
12750,0
15102,0
28387,1
37592,0
8634,0
24899,0
8514,1
21611,0
7537,0
12742,0
14338,0
40243,1
29029,0
32264,0
13900,0
24025,1
813,0
38705,1
28177,1
37185,0
29907,0
10865,1
20756,1
1019,0
35477,0
29651,1
2313,0
17113,0
36357,0
19706,0
30795,0
20379,0
24141,0
3147,0
28006,0
38226,0
38676,1
34957,0
9672,0
39026,1
8280,0
15057,0
33810,0
16255,0
14011,0
31472,0
8490,0
9516,0
33896,0
19290,0
5529,0
7846,0
14288,0
16033,0
27674,0
37152,1
38566,1
6528,0
34974,0
18794,0
336,0
5202,0
7222,0
23162,0
3602,0
17272,0
6838,0
30186,1
7373,0
30641,0
38001,1
27977,0
38260,1
7145,0
26336,1
1938,0
18791,0
4344,0
40703,1
34327,0
12949,0
36097,0
3635,0
26901,0
22781,0
1915,0
40411,1
8487,0
30797,0
25843,0
590,0
6854,0
36423,1
7224,0
14944,1
16973,0
21549,0
18520,0
14142,0
18839,0
35042,0
14574,0
280,0
21909,0
33607,0
423,0
36038,1
30819,0
188,0
10567,0
25793,0
41058,1
30154,0
23632,0
24422,0
2792,0
32314,0
20549,1
19785,0
20238,1
26633,1
15819,0
4182,0
10715,0
22607,0
6655,0
35132,0
20778,0
20457,0
20747,0
26724,0
13138,0
12380,0
39191,1
35253,0
20939,0
37114,0
18819,0
13401,0
2152,0
11333,0
3919,0
879,0
32676,0
7317,0
22583,0
30214,0
33386,1
38462,1
34189,0
20614,0
24177,0
37990,0
36300,1
10305,0
16335,0
40580,0
1232,0
765,0
26940,0
4423,0
17968,0
18449,0
9120,0
19024,1
23698,0
29212,0
20654,0
7549,0
39357,1
7057,0
712,0
26542,0
23381,0
40111,0
7496,0
3905,0
29640,0
1608,1
39628,0
22647,0
35460,0
35262,0
22828,0
164,0
4636,0
32783,0
40621,0
22169,0
10956,0
21612,0
33328,0
20172,0
2217,0
40306,0
40600,0
32787,0
5904,0
16166,0
15477,0
24519,0
6912,0
7932,0
11024,0
22069,0
31717,0
7107,0
1428,0
31663,0
19807,0
23512,0
27172,0
8928,0
37729,1
38587,0
26992,0
6808,0
6901,1
9943,0
309,0
15817,0
24462,0
16465,0
10989,0
32489,0
36894,1
26052,0
19632,0
19700,0
35735,0
37109,1
40460,1
6520,1
22676,0
33258,0
4661,0
24659,0
37666,1
8383,0
6604,0
806,0
33979,0
1933,0
40751,1
37190,0
28010,0
38634,0
3463,0
39850,0
26218,0
6356,0
28398,0
3003,0
29893,0
19581,0
40491,0
30480,0
36924,0
38931,1
28978,0
26058,0
20878,0
15928,0
10536,0
2662,0
28756,0
27370,0
35299,0
10661,1
39675,1
1315,0
21752,0
11923,0
34795,0
40255,0
12418,0
11005,0
24762,0
22498,0
37877,0
34594,0
23773,0
8327,0
10684,0
364,0
30855,0
5397,0
17711,0
18434,0
22426,0
12378,0
22853,0
28423,1
40789,0
39217,1
26253,0
16406,0
27036,0
6359,0
27335,0
17699,0
34850,0
626,0
1777,0
19446,0
10124,1
29842,0
10943,0
30089,1
32981,0
1206,0
4223,0
8279,1
40749,1
36824,1
26047,1
25226,0
20048,0
34278,0
1548,0
25554,0
38582,1
37972,1
18046,0
40987,0
3924,0
4676,0
3512,0
3292,0
11720,0
10679,0
20846,0
40465,1
24242,0
14571,0
36376,0
25995,0
1643,0
29432,1
304,0
13191,0
17177,0
21907,0
37002,1
11529,1
33727,0
12619,0
40253,0
7345,0
4684,0
5916,0
2258,0
24153,0
30242,0
38522,0
6784,0
33296,0
1343,0
38353,0
39534,1
6923,0
12170,0
16615,0
33342,1
27671,0
24566,0
36604,1
4334,0
15032,0
23112,0
35466,0
8986,0
19894,1
12249,0
34993,0
12852,0
27956,0
28233,0
31928,0
7284,0
15794,0
4409,0
2036,0
581,0
21833,0
40641,0
18024,0
34857,0
34291,0
40120,1
14506,0
18357,0
3853,0
7336,0
13565,0
31838,0
29778,0
37734,0
5180,0
26953,0
35910,0
37880,1
9309,0
11538,0
17090,1
22245,0
6627,0
16238,0
29685,0
35016,0
9455,0
39978,0
1530,0
20399,0
39615,1
15867,0
35264,0
7759,0
2265,0
38804,1
34743,1
7711,0
19651,0
12714,0
14380,0
23864,0
8121,0
26775,1
0,0
26492,0
3069,0
23928,0
36928,0
13292,0
4847,0
14757,0
28968,0
20770,0
12149,0
31296,0
24392,0
15127,0
23212,0
37588,1
26080,0
35119,0
6456,0
27192,0
30365,1
39794,0
28962,0
1093,0
20645,0
11874,0
4456,0
6059,0
15005,0
37507,1
7840,0
4830,0
1980,0
38343,0
28070,0
17412,0
38272,0
36359,0
34792,0
38846,0
17589,0
15880,0
11461,0
18484,0
20784,0
39382,0
15617,0
2725,0
40959,0
32853,0
34254,0
4889,0
27123,0
18931,0
14174,0
25861,0
35178,0
980,0
24493,0
16662,0
40159,0
9273,0
36263,0
35100,0
11712,0
23775,0
29144,0
11456,0
36583,1
2866,0
38512,0
24780,0
42,0
31578,0
38006,1
9569,0
27971,0
40996,1
29930,0
12975,0
36651,0
2548,0
7419,1
13999,0
33090,0
11117,0
23165,0
957,0
4387,0
22126,0
25899,0
8307,0
3540,0
34046,0
38817,1
20188,0
7510,0
13221,0
6453,0
27389,0
3233,0
20226,0
389,1
33530,0
17027,0
27839,0
740,0
28782,0
17876,0
12621,0
32723,0
12463,0
21660,0
3434,0
29943,0
36231,0
21935,0
28279,0
26200,0
10523,0
10064,0
22845,0
14972,0
18489,0
37119,0
9601,0
6743,0
27461,0
22146,0
26304,0
4735,0
28754,0
11754,0
4805,0
29030,0
15101,0
1742,0
19923,0
7125,0
12990,0
17094,0
1605,0
32889,0
26312,0
29424,0
17587,0
30392,0
33526,0
25515,0
13176,1
34270,0
13690,0
29862,0
33626,0
25166,0
14150,0
23204,0
25412,0
4300,0
39122,0
33035,1
34718,1
9978,0
10610,0
38446,1
15300,0
15796,1
28205,0
31504,0
15428,0
18099,0
35214,1
27477,0
30,0
4736,0
16774,0
2849,0
38531,1
9010,0
23678,0
35113,0
2379,0
7347,0
2211,0
35559,1
29873,0
34105,0
21010,0
39300,0
17628,0
8903,0
21040,0
8043,0
6279,0
32387,0
32943,0
8697,0
7814,1
14951,0
30248,0
30007,1
34741,0
689,0
37611,0
15418,0
30061,0
37443,0
34666,0
1918,0
16550,0
30991,0
23811,0
27434,0
27641,0
33625,0
28882,0
36141,0
5507,0
6378,0
23463,0
941,0
36754,0
3936,0
8936,0
12011,0
14532,0
39080,1
21332,0
28952,0
31697,0
16058,1
380,0
7231,0
22041,0
3726,0
27572,0
30893,0
39797,1
6699,0
21647,0
1106,0
29805,0
16481,0
17476,0
25584,0
37110,0
19787,0
30921,0
10753,0
21312,0
27767,1
28781,1
12058,0
39451,1
30749,0
14486,0
15770,0
29419,0
3697,1
30092,1
40025,1
1261,0
8158,0
9239,1
41113,1
15212,0
20891,0
774,0
29046,0
30344,0
26939,0
36145,0
24667,0
37745,1
9862,0
1845,0
8656,0
34037,0
14197,0
29545,0
25088,0
30172,1
28178,0
40531,0
33999,0
31964,0
20506,0
20347,0
40914,0
16068,0
30183,1
13585,1
28793,0
8836,0
28080,0
3615,0
29983,0
26295,0
18730,0
16460,0
13772,0
14808,0
16015,0
16538,0
5320,0
31794,0
20706,0
28750,0
11308,0
20202,0
1297,0
2595,0
2449,1
4627,0
7411,0
10135,0
11206,0
8096,0
31097,0
17202,0
25725,0
1723,0
28728,0
15511,0
3294,0
3380,0
25817,0
38375,0
28432,0
27708,1
32311,0
4983,0
34930,0
27393,0
21110,0
26818,0
30761,0
26835,0
23066,0
19988,0
29350,0
3020,0
16187,0
36986,1
33504,0
7135,1
37,0
19440,1
32232,0
34529,1
36184,0
33145,0
13728,0
16377,0
6505,0
29126,1
26521,0
31586,0
29956,0
15678,0
39245,1
3111,0
9615,0
16185,0
13928,0
22017,0
33952,0
5787,0
11939,0
32397,0
27791,0
10494,0
17029,0
26051,0
18863,0
12204,0
24002,0
10379,0
40501,0
29448,0
30299,0
28245,0
967,0
34684,0
31514,0
20725,0
34988,0
23277,0
5820,0
21590,0
28741,1
10045,0
14412,0
6326,0
10440,0
2128,0
14698,0
25570,0
5116,0
31953,0
13540,0
31646,0
36682,1
34780,0
50,0
17055,1
11419,0
32490,0
26838,0
28322,0
14396,0
20916,0
36408,0
3234,0
27467,0
3507,0
14769,0
5938,0
38814,0
31812,0
9099,0
26003,0
40913,1
35690,0
26194,0
33050,0
32838,0
9951,0
28908,0
19264,0
28447,0
22488,0
21538,0
15257,0
15038,0
27713,1
8555,0
2877,0
29305,0
37247,0
31053,1
13412,0
981,0
10301,0
3364,0
17201,0
38473,0
11867,0
21596,0
13835,0
22222,0
15584,0
17617,0
35006,0
9800,0
16454,0
29501,0
25786,0
27856,1
20521,0
4809,0
17495,0
35743,1
693,0
20100,0
29821,0
9330,0
16979,0
19006,0
22752,0
14365,0
3880,0
31242,0
39827,1
32056,0
22912,0
27681,0
25933,0
38565,1
36892,0
2846,0
4988,0
16157,0
12304,0
15262,0
11327,0
39447,1
8778,0
26368,0
34094,1
4774,0
872,0
9316,0
18416,0
34598,0
31517,0
21336,0
13737,1
4228,0
40545,0
5834,0
10028,0
6016,0
27328,0
532,0
37855,1
4125,0
15806,0
3325,0
14163,0
34945,0
24589,0
16730,0
9470,0
18481,0
15674,0
5011,0
21136,0
13066,0
31894,0
13175,0
16557,0
30596,0
38847,0
21071,0
37840,0
37612,0
21194,1
27475,0
32799,0
9225,0
9855,0
33420,0
37449,0
27720,0
4066,0
36614,1
8471,0
5871,0
35662,0
22416,0
9611,0
27585,0
34296,0
6501,0
27886,0
6479,0
38104,1
35313,0
4920,0
10622,0
7526,0
40216,1
8927,0
16922,1
22309,0
27953,1
6108,0
10692,0
38684,0
32511,0
28693,0
40217,0
15577,0
35162,0
30727,1
30958,0
40099,0
2460,0
12138,0
25365,0
26894,0
39909,0
32302,0
4137,0
3411,0
12753,0
25627,0
9700,0
6295,0
34086,0
2733,0
12974,0
32715,0
16169,0
40837,0
542,0
23706,0
40278,1
20774,0
27506,0
2569,0
30643,0
32143,0
6953,0
4763,0
20804,0
9667,0
2348,0
37605,0
6234,0
4492,0
17926,0
38569,1
9171,0
7218,0
5245,0
26049,0
25282,0
3335,0
27152,0
21775,0
32719,0
14750,0
5220,0
20440,0
15097,0
27157,0
9746,0
1919,0
12075,0
37700,0
19362,0
39103,1
40743,0
9077,0
4096,0
16890,0
40307,0
2845,0
41025,1
36883,1
39873,0
8548,0
23996,0
16186,0
40565,0
11402,0
36632,0
17104,0
13744,0
10973,0
26458,0
4597,0
2515,0
5653,0
37671,1
4309,0
35089,0
22489,0
163,0
19488,0
33487,0
29667,0
2423,0
6607,0
28939,1
4265,0
28092,0
19547,0
37116,0
39854,1
12266,0
3709,0
15066,0
1556,0
407,0
35783,0
34289,0
8756,0
28124,0
28689,0
14753,0
2997,0
29788,0
9873,0
13971,0
11555,0
40261,1
39606,1
26158,0
2532,0
38839,1
29041,0
8890,0
23142,0
18277,0
39737,0
9899,0
12516,0
2010,0
11997,0
21418,0
39192,0
6852,0
24444,0
35155,1
17849,0
31600,0
24337,0
35776,0
5807,0
11747,0
7201,0
16713,0
19568,0
27022,0
12309,0
7214,0
19677,0
34199,0
13701,0
6136,0
33219,0
8409,0
25868,0
17359,1
40894,0
24959,0
39726,1
9780,0
35407,0
30902,0
29296,0
7370,0
1984,0
33961,0
25571,0
19579,0
15366,0
9586,0
2198,0
5459,0
38122,0
20353,0
36591,1
16593,0
15740,0
4756,0
30653,0
10990,0
17769,0
10191,0
13710,1
33918,0
28292,0
6170,0
9020,0
21108,0
29060,0
34191,0
13834,1
23583,0
31482,0
21180,0
24355,0
8605,0
21968,0
23723,0
2732,0
35798,0
9689,0
39885,1
35365,0
114,0
25831,0
9811,1
39041,1
34231,0
2917,0
3421,0
32518,0
30695,0
35976,0
19731,0
33044,0
4941,0
15441,0
22771,0
28575,0
10825,0
35899,0
40177,1
2019,0
7773,0
39881,1
17329,0
24449,0
22825,0
5136,0
14375,0
7971,0
33326,0
24652,0
12995,0
1967,0
33480,0
34724,0
24671,0
33919,0
19237,0
32438,0
21812,0
10663,1
21441,0
35800,0
20,0
16286,0
34719,0
35101,0
12550,0
5707,1
40454,1
6391,0
38687,1
27554,0
27046,0
40007,0
18423,0
2429,0
29062,0
37431,0
226,0
34678,0
34652,1
18973,0
16940,0
21846,0
1778,0
8623,0
29677,0
4229,0
6979,0
6956,0
35092,0
40719,0
32106,1
35386,0
14617,0
34717,0
40223,1
8109,0
15618,0
11825,0
36213,0
19514,0
14226,0
40505,0
14706,0
387,0
861,0
13689,0
2717,0
14099,0
25506,0
13616,0
36859,0
39095,1
25293,0
13544,0
8054,0
35814,0
31324,0
7253,0
28094,0
15660,0
34284,1
18264,0
29069,0
27149,0
7061,0
35105,0
10071,0
30066,0
28904,0
34766,0
16819,0
33947,0
39108,0
8607,1
29495,0
24594,0
11339,0
31182,1
34053,0
18734,0
39993,1
13604,0
10881,0
36767,0
34800,0
13106,0
1579,0
20255,0
13654,0
31767,0
35671,0
33978,0
6149,0
28119,0
172,0
17151,0
19745,0
35224,0
27936,0
9129,0
15028,0
18600,0
25832,1
14754,0
35355,0
18072,0
24203,0
27670,0
20801,0
3065,0
22492,0
11041,0
10525,0
3980,0
30563,0
16137,0
40384,1
5363,1
23000,0
23283,0
3163,0
12537,0
30412,1
621,0
356,0
20471,0
25523,0
28470,1
5203,0
12547,0
35247,1
12428,0
12915,0
18501,0
39385,1
22865,0
6019,0
4718,0
23048,0
26252,0
11092,0
18060,0
24701,0
33087,0
13177,0
8427,0
38250,0
866,0
19883,0
6977,0
34149,0
17362,0
7744,0
4289,0
21212,0
30201,0
14278,1
5866,0
26412,0
577,0
36625,0
17192,0
40626,1
30630,0
22826,0
4035,0
22381,0
25251,0
10453,0
12907,0
39939,1
11963,0
21540,0
17998,0
2937,0
3064,0
12364,0
10102,0
21047,0
13592,0
10047,0
13610,0
2184,0
13868,0
19842,0
8691,0
39851,1
19814,0
9749,0
20363,0
15490,0
27500,0
34406,0
10930,0
31525,0
17391,1
28777,0
25614,0
32405,0
39798,0
15185,0
37390,0
16014,0
19639,0
28641,1
24237,0
21385,0
16727,0
34518,0
5151,0
38984,0
17648,0
31743,0
38244,1
16080,0
28303,0
19330,0
37525,0
2049,0
28166,0
28097,0
17252,0
9406,0
12022,0
26311,0
19985,0
40731,1
31929,0
3616,0
17086,0
39977,1
7058,0
21631,0
24567,0
30967,0
11324,0
21737,0
18991,0
19410,0
35094,0
29918,0
3575,0
5119,0
37822,0
33736,0
33624,0
30862,0
24321,0
38966,1
27752,0
29418,0
28496,0
26338,0
2527,0
2448,0
37142,1
20550,0
23395,0
26881,0
4489,0
34342,0
8477,0
27103,1
5023,0
3748,0
18571,0
5457,0
32881,1
27233,0
17246,0
5965,0
2751,0
17239,0
9917,0
4115,0
16453,0
23259,0
30774,0
9651,0
40695,0
8904,0
32977,0
34735,1
39580,1
5067,0
33754,0
23592,0
5765,0
13566,0
36372,0
13078,0
16059,0
16536,0
8204,0
20458,0
31925,0
5524,0
30618,0
15332,0
15065,0
1390,0
7069,0
27602,0
32962,0
9949,0
10319,0
22936,1
36370,0
38750,1
34457,0
34713,0
13666,0
436,0
14456,0
21959,0
40092,0
13812,0
6942,0
7016,0
34493,0
13526,0
19779,0
1674,0
39507,0
6657,0
10056,0
7501,0
32579,0
496,0
27090,0
26169,0
36567,0
6158,0
18792,0
21405,0
13023,0
37924,0
28944,0
38398,1
17311,0
14250,0
2729,0
16847,0
20490,0
35510,0
6140,0
5231,0
16300,0
4183,0
3974,0
6351,0
22285,0
32283,0
30519,0
11097,0
29621,0
29066,0
30646,0
22674,0
16998,0
21251,0
2241,0
39764,1
17950,0
24658,0
21259,0
2827,0
23795,0
7159,0
15196,0
33539,0
6856,0
30769,1
23245,0
40138,1
30332,1
28287,0
35423,0
39073,0
8974,0
18678,0
29326,0
5077,0
33244,0
20866,0
34510,0
306,0
27256,0
19070,0
28765,0
28631,0
14993,0
26279,0
32905,0
21960,0
14312,0
30055,1
16938,0
19776,0
26943,0
14922,0
40484,1
21755,0
9213,0
37225,1
6192,0
32632,0
4468,0
30283,1
37589,0
898,0
6896,0
959,0
11622,0
8155,0
10678,0
3749,0
35890,0
29600,0
22943,0
4117,0
20712,0
37206,1
29157,1
38456,1
38406,1
39727,1
2307,0
620,0
13429,0
38324,1
40675,1
20010,0
37768,0
24156,0
771,0
3725,0
21995,0
25342,0
25574,0
1317,0
30234,1
24431,0
25348,0
12416,0
24057,1
30948,0
40264,0
40620,0
32433,0
15061,0
33220,0
2847,0
1659,0
30514,0
104,0
773,0
534,0
27151,1
37712,0
18069,0
11548,0
18744,0
37481,0
27985,0
39262,1
25838,0
40239,1
7,0
29289,0
7826,0
1009,0
27087,0
26235,0
22183,0
21012,0
23339,0
40941,1
25773,0
18244,0
11091,0
17456,1
3299,0
19065,0
29400,0
17369,0
30876,0
4064,0
9475,0
26373,0
4977,0
18838,0
37318,0
12589,0
34512,0
16996,0
38181,0
37858,0
32189,0
16568,0
23816,0
3054,0
31376,0
31535,0
37141,1
1211,0
5559,0
24175,0
13489,0
22977,0
36363,1
39059,0
6888,0
12747,0
33863,0
33365,0
4380,0
40676,1
7212,0
8037,0
33477,1
23995,0
31690,0
11455,0
24094,1
27011,0
15823,0
9490,0
41026,1
8878,0
30124,0
22898,0
38935,1
13258,1
38879,0
40079,1
24861,0
5726,0
328,0
13004,0
7580,0
9451,0
21037,0
38871,1
35861,0
34866,0
34690,0
12790,0
20099,0
31659,0
32640,0
37572,1
38700,1
27904,1
9704,0
38433,0
14217,0
23972,0
3951,0
23533,0
38987,1
25590,0
9512,0
9111,0
20710,0
26645,0
8973,0
3078,0
391,0
7900,0
37939,1
14583,0
15516,0
16260,0
24332,0
17549,0
10947,0
708,0
24793,0
38156,0
10800,0
3210,0
19780,0
7689,0
9141,0
32714,0
28381,1
1651,0
38434,0
12158,0
157,0
38925,0
24953,0
34829,0
29471,0
5967,0
33207,0
25174,0
6367,0
32856,0
30083,1
10702,0
10420,0
7508,0
16432,0
15417,0
20039,0
37684,0
3562,0
22277,0
26350,0
13766,0
23477,1
36778,0
8856,0
22076,0
34423,0
39517,1
25177,0
21526,0
5064,0
21882,1
7871,0
19204,0
38370,0
4989,0
11488,0
8963,0
33254,0
29745,0
34797,0
24582,0
26618,0
5391,0
38723,1
40931,0
29595,0
19019,0
40828,1
21334,0
25421,0
39830,1
31978,0
23907,0
31121,1
32286,0
33352,0
28409,0
495,0
19361,0
24485,0
6844,0
35542,0
302,0
15712,0
7071,0
27488,0
38457,1
10329,0
9427,0
15024,0
13848,0
2303,0
32032,1
29420,0
4166,0
28227,0
8920,0
15939,0
24877,0
33761,0
22538,0
40346,0
21270,0
36772,1
772,0
28280,0
27787,1
10356,0
15723,0
9384,0
141,0
37706,1
38429,1
6899,0
35677,0
10946,0
24702,0
10014,0
19409,0
23944,0
12706,0
22307,0
5932,0
12567,0
7292,0
36208,0
13220,0
8552,0
30244,0
39912,1
30340,0
14253,0
31070,0
22650,0
2095,0
23877,0
16622,0
7641,0
31459,0
29099,0
34028,0
3108,0
22694,0
35623,0
19228,0
37512,0
22213,0
1032,0
7070,0
16779,0
18761,0
28619,0
6738,1
26851,0
11447,0
31677,0
17730,0
27229,0
32103,0
8215,0
27161,1
26579,0
16718,0
20773,1
20573,0
11698,0
6876,0
15162,0
16663,0
30372,1
35667,0
11434,0
21069,0
26643,0
27224,0
38053,1
36832,0
15147,0
22851,0
3237,0
17195,0
11614,0
8103,0
22529,0
5309,0
20623,0
27324,0
34546,0
4876,0
31477,0
22377,0
21192,0
12906,0
30523,0
35713,0
35012,0
2648,0
22656,0
29741,1
26969,0
10676,1
37515,0
17494,0
13602,0
29510,1
35426,0
22792,0
25115,0
24550,1
31105,0
32587,0
3479,0
28610,0
38599,1
22735,0
14906,0
11589,0
23593,0
28358,0
28751,0
4615,0
19717,1
8486,0
25013,0
10364,0
15931,0
4758,0
14364,0
33316,0
24913,0
13382,0
31040,0
23865,0
36663,1
37776,0
36690,0
27230,0
9690,0
20626,1
11928,0
10145,0
39284,0
34729,0
4128,0
12551,0
16673,0
37620,0
23371,0
41073,0
3785,0
1824,0
21350,0
1202,0
13862,0
3921,0
7797,0
15341,0
19339,0
22830,0
36452,0
18714,0
12692,0
39591,1
39695,0
16266,0
7687,0
11901,0
33824,0
2797,0
21684,0
12978,0
36475,0
12468,0
29275,0
22284,0
14320,0
1616,0
16698,0
15033,0
29474,0
39100,0
13736,0
7186,0
26188,0
17058,0
9272,0
34592,0
5452,0
14328,0
13918,0
2900,0
7766,0
40363,1
4401,0
19788,0
17904,0
33490,0
34045,0
11479,0
10922,0
31225,0
31126,0
1208,0
39728,1
18294,0
18644,0
39513,1
15284,0
36103,0
18664,0
19965,0
14686,1
17780,0
22452,1
6617,0
20242,0
22445,0
34650,0
36610,0
22706,0
9765,0
19521,1
10499,0
25004,0
3564,1
28100,0
13761,0
28262,0
24714,0
40584,1
37496,0
11313,0
16984,0
20635,0
25268,0
4405,0
20676,0
8612,0
36028,0
1035,0
10600,0
31524,0
27303,0
34626,0
10819,0
5810,0
6169,0
16772,0
19822,0
23707,0
13075,0
3025,0
34852,0
38163,0
12375,0
11157,0
8212,0
33435,0
35788,0
38679,1
6674,0
34196,1
18242,0
20476,0
35540,0
16486,0
1307,0
26887,0
12677,0
2333,0
29708,0
36629,0
29884,0
7380,0
14632,0
38221,1
31086,0
8854,0
7732,0
5229,0
1341,0
21398,0
18204,0
27257,0
23703,0
38376,1
15714,0
22970,0
30051,0
38465,1
39162,0
39446,1
31856,0
17722,0
10836,0
20871,0
34931,0
28849,0
1135,0
699,0
16090,0
8524,0
3211,0
12724,0
35619,0
6539,0
14646,0
13353,0
34308,0
18443,0
36123,1
11246,0
29890,0
400,0
20644,0
38149,0
10898,0
5655,0
35866,0
7233,0
21940,0
12399,0
891,0
9302,0
7956,0
8376,0
1944,0
24673,0
8929,0
2577,0
11459,0
32692,0
28949,0
20612,0
40780,1
29696,0
24482,0
29114,0
12105,0
4940,0
5964,0
26026,0
4921,0
4511,0
2684,1
2163,0
23622,0
18298,0
1544,0
19564,0
40647,0
30033,1
35893,0
10389,0
37736,0
35607,1
3104,0
4312,0
20938,0
31991,0
26273,1
31820,0
20522,1
20129,0
17216,1
19557,0
9647,0
34605,0
25008,0
6797,0
33495,0
10242,0
28007,0
5352,0
26865,0
30025,1
39247,0
14360,0
20503,0
2223,0
39264,0
2546,0
8316,0
30521,0
17152,0
6082,0
40607,0
37386,1
32182,0
46,0
25103,0
38541,1
31174,0
16994,0
31009,0
1609,0
38177,0
22880,0
25303,0
34281,0
40654,0
39412,1
27510,0
39263,0
25120,0
28181,0
18971,0
21843,0
32898,0
3846,0
20053,0
8300,0
16518,0
7180,0
8828,0
9146,0
5836,0
18712,0
13644,0
9260,0
5673,0
6358,0
19685,0
18631,0
29582,0
27949,0
5319,0
21035,1
5899,0
31362,0
6516,0
29034,0
14388,0
35075,0
11101,0
35498,0
14548,0
31754,1
32794,0
3751,0
35636,0
4601,0
36185,0
16846,0
22026,0
29026,0
7852,0
31277,0
6084,0
15508,0
20681,0
7030,0
2214,0
22919,0
22203,0
28271,0
18891,0
4737,1
20108,0
34485,0
12759,0
27013,0
22994,0
20337,0
19300,0
30134,1
15576,0
3649,0
8880,0
10646,0
13275,0
17508,0
31405,0
3130,0
14258,0
23970,0
32532,0
37372,0
2867,0
23175,0
34568,0
29113,0
23025,0
39090,0
24278,0
19744,0
21732,0
7282,0
15139,0
37760,1
18523,0
16181,0
27451,0
1031,0
34221,0
9721,0
17922,0
10716,0
4875,0
30054,0
9920,0
31546,0
11471,1
24440,0
33068,0
39469,0
31598,0
21285,0
36191,0
25130,0
5340,0
1570,0
14510,0
22067,0
8197,0
2865,0
16250,0
7809,0
12272,0
12219,0
9525,0
33358,0
32350,0
9031,0
1839,0
26485,0
23107,0
235,0
32679,0
5063,0
29700,0
4666,0
3812,0
35897,0
31309,0
30657,0
15620,0
26522,0
